Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD700D,9.46,regular,0.05,Snack Foods,115.33,OUT29V,1995,Medium,Tier 1,Grocery Store,1001.81
FD877P,15.91,NA,0.24,Household,107.88,OUT51O,1998,Medium,Tier 1,Supermarket Type1,969.85
FD609C,18.27,regular,0.3,Breakfast,31.04,OUT37Q,2008,High,Tier 2,Supermarket Type3,3766.87
FD430D,12.74,regular,0.08,Dairy,44.13,OUT36Q,1987,High,Tier 2,Supermarket Type2,2573.01
FD362A,16.68,regular,0.12,Fruits and Vegetables,232.85,OUT70E,1987,High,Tier 1,Supermarket Type3,2762.61
FD690M,13.74,low,0.23,Canned,68.12,OUT14E,1993,Small,Tier 3,Supermarket Type3,2493.1
FD952Q,14.95,regular,0.09,Others,216.8,OUT44E,1989,High,Tier 2,Supermarket Type3,3507.13
FD886O,10.69,NA,0.12,Household,162.32,OUT57Y,1998,Small,Tier 2,Grocery Store,643.2
FD875M,5.42,NA,0.27,Health and Hygiene,109.02,OUT59K,1996,Small,Tier 2,Supermarket Type1,760.76
FD845V,7.83,regular,0.07,Dairy,135.56,OUT58F,1991,High,Tier 2,Supermarket Type2,1698.28
FD864D,20.62,low,0.09,Breads,220.7,OUT94F,1990,High,Tier 1,Supermarket Type3,3678.23
FD843A,9.58,NA,0.1,Health and Hygiene,261.39,OUT96E,1990,Medium,Tier 2,Supermarket Type3,2190.76
FD754Y,18.63,low,0.23,Others,137.38,OUT87N,2006,High,Tier 3,Supermarket Type2,1677.37
FD280C,8.54,low,0.02,Others,191.16,OUT52Z,2007,High,Tier 2,Grocery Store,1031.69
FD697U,18.9,regular,0.2,Meat,93.07,OUT18O,2004,High,Tier 1,Supermarket Type1,2018.94
FD163P,14.44,regular,0.32,Breads,72.37,OUT60M,1997,Small,Tier 1,Supermarket Type3,1425.76
FD179Y,14.39,low,0.26,Dairy,202.07,OUT43D,1999,Medium,Tier 3,Grocery Store,728.93
FD192N,9.1,low,0.03,Breakfast,81.79,OUT93X,2009,High,Tier 1,Supermarket Type2,2925.84
FD473K,17.25,regular,0.29,Baking Goods,90.88,OUT71O,1990,High,Tier 2,Supermarket Type1,1818.8
FD813D,21.16,regular,0.11,Breads,33.67,OUT52X,1994,Medium,Tier 2,Supermarket Type3,1845.49
FD701M,15.44,regular,0.4,Snack Foods,61.36,OUT59M,2009,Small,Tier 3,Grocery Store,643.07
FD287E,19.07,regular,0.36,Frozen Foods,43.98,OUT11D,2006,High,Tier 3,Supermarket Type2,1892.08
FD317I,8.5,low,0.17,Dairy,33.53,OUT60G,2003,High,Tier 1,Supermarket Type1,1711.04
FD260E,4.78,regular,0.32,Baking Goods,169.01,OUT41B,2009,,Tier 1,Supermarket Type2,2090.1
FD185S,8.94,low,0.34,Meat,191.44,OUT27V,2004,Medium,Tier 2,Supermarket Type2,1560.04
FD761X,,NA,0.06,Household,125.63,OUT18U,2003,High,Tier 3,Supermarket Type1,1553.67
FD782X,5.33,regular,0.21,Hard Drinks,138.0,OUT53J,2004,Medium,Tier 2,Grocery Store,872.05
FD470I,19.32,low,0.34,Canned,120.04,OUT98I,1995,High,Tier 2,Supermarket Type1,1275.75
FD902Q,12.04,low,0.38,Seafood,81.67,OUT29X,1989,Small,Tier 1,Supermarket Type3,1922.14
FD656C,18.44,low,0.06,Canned,201.88,OUT77N,2000,Medium,Tier 1,Supermarket Type1,1171.56
FD764A,15.74,regular,0.35,Frozen Foods,210.03,OUT48F,1990,Medium,Tier 3,Supermarket Type1,1389.45
FD383R,11.99,regular,0.04,Starchy Foods,129.98,OUT56U,1986,Medium,Tier 2,Supermarket Type3,2859.49
FD225J,10.6,low,0.18,Breakfast,254.8,OUT55U,2006,Small,Tier 1,Supermarket Type1,738.7
FD857T,6.24,low,0.14,Snack Foods,217.99,OUT54W,1985,Medium,Tier 2,Supermarket Type3,3161.29
FD110G,18.01,low,0.1,Breads,51.85,OUT10J,2005,Medium,Tier 3,Grocery Store,999.92
FD611B,14.79,regular,0.07,Starchy Foods,79.68,OUT20L,1991,Medium,Tier 2,Supermarket Type3,2123.13
FD904O,19.62,regular,0.18,Breakfast,199.15,OUT47Y,2009,Small,Tier 2,Supermarket Type3,2346.97
FD936C,9.21,low,0.08,Breads,222.76,OUT66R,2008,Small,Tier 2,Supermarket Type1,1204.71
FD981J,11.49,low,0.35,Starchy Foods,164.69,OUT29Y,2007,Medium,Tier 3,Supermarket Type1,1261.95
FD453A,14.66,low,0.09,Starchy Foods,221.57,OUT33N,2000,High,Tier 1,Grocery Store,823.64
FD420D,20.59,low,0.18,Meat,61.82,OUT51K,1988,Small,Tier 2,Supermarket Type3,2570.26
FD358E,8.23,low,0.32,Meat,87.67,OUT26W,1998,High,Tier 1,Supermarket Type2,2257.2
FD177R,5.73,regular,0.25,Fruits and Vegetables,149.67,OUT55L,2000,Small,Tier 3,Supermarket Type3,1767.36
FD685I,15.05,low,0.09,Breakfast,227.76,OUT50L,1988,Medium,Tier 1,Supermarket Type3,3076.96
FD337Y,12.96,NA,0.16,Household,175.61,OUT65X,1991,Medium,Tier 3,Supermarket Type2,2200.55
FD865M,,regular,0.24,Breakfast,107.71,OUT97R,1996,Medium,Tier 3,Supermarket Type3,2843.35
FD918O,4.57,regular,0.37,Hard Drinks,70.52,OUT88I,1993,Small,Tier 1,Grocery Store,513.0
FD348K,7.67,regular,0.22,Soft Drinks,244.37,OUT50L,1995,Small,Tier 2,Supermarket Type3,2556.51
FD384P,6.0,regular,0.04,Seafood,185.41,OUT66O,1990,Medium,Tier 2,Supermarket Type3,3057.78
FD627D,5.67,NA,0.16,Household,188.82,OUT66X,1997,High,Tier 2,Supermarket Type1,1656.29
FD604L,18.68,NA,0.25,Household,243.51,OUT95I,1992,Medium,Tier 2,Supermarket Type3,2506.29
FD161U,5.38,low,0.25,Dairy,167.03,OUT85A,1995,High,Tier 1,Grocery Store,1125.82
FD488U,18.12,regular,0.38,Meat,143.29,OUT80X,1994,Medium,Tier 1,Grocery Store,814.31
FD383T,12.13,regular,0.2,Snack Foods,99.65,OUT33S,1998,High,Tier 1,Grocery Store,1012.05
FD724O,12.1,regular,0.03,Dairy,129.69,OUT41D,2009,Small,Tier 1,Grocery Store,703.94
FD998Y,7.23,regular,0.29,Starchy Foods,187.25,OUT34T,1996,Small,Tier 2,Supermarket Type1,882.7
FD930K,11.88,regular,0.1,Seafood,120.81,OUT74L,2008,High,Tier 2,Grocery Store,1272.44
FD673F,,regular,0.33,Frozen Foods,204.02,OUT90U,2005,High,Tier 2,Grocery Store,872.27
FD972B,15.71,low,0.32,Seafood,233.77,OUT41D,2003,Small,Tier 2,Supermarket Type3,1704.44
FD932G,18.87,regular,0.36,Seafood,198.4,OUT41B,1997,High,Tier 3,Supermarket Type1,1893.54
FD610G,19.04,low,0.28,Starchy Foods,71.59,OUT51V,1985,High,Tier 3,Supermarket Type3,3665.56
FD147C,12.01,regular,0.1,Snack Foods,193.31,OUT27M,1997,Medium,Tier 3,Supermarket Type2,1573.06
FD726O,9.27,low,0.15,Canned,232.52,OUT33S,1989,Small,Tier 2,Grocery Store,757.33
FD262W,21.37,regular,0.09,Others,160.4,OUT47Y,1992,Medium,Tier 3,Supermarket Type1,1176.29
FD855W,12.24,regular,0.08,Fruits and Vegetables,235.4,OUT64F,1988,High,Tier 1,Supermarket Type2,2756.34
FD698J,16.49,NA,0.2,Household,167.55,OUT66K,1993,Medium,Tier 1,Supermarket Type3,2528.45
FD618Q,13.36,low,0.1,Breads,150.42,OUT74T,1985,High,Tier 1,Supermarket Type3,3291.08
FD663Z,6.85,regular,0.07,Seafood,140.51,OUT10X,1991,Small,Tier 3,Supermarket Type2,1055.53
FD634N,20.19,regular,0.3,Others,171.33,OUT89X,1986,Small,Tier 2,Supermarket Type3,2317.56
FD972C,20.52,low,0.11,Breakfast,167.86,OUT62M,1998,Small,Tier 1,Supermarket Type2,1087.81
FD209U,5.72,low,0.26,Breakfast,131.48,OUT59J,1992,Small,Tier 3,Grocery Store,798.17
FD441O,4.85,low,0.35,Breakfast,58.15,OUT67K,2002,Medium,Tier 3,Supermarket Type1,1346.92
FD274T,19.69,low,0.17,Dairy,203.17,OUT20O,2000,High,Tier 3,Supermarket Type2,2700.66
FD805M,5.05,regular,0.3,Frozen Foods,148.17,OUT82C,2001,Small,Tier 2,Supermarket Type1,1000.33
FD367R,13.88,low,0.07,Hard Drinks,192.27,OUT74N,1998,Medium,Tier 3,Grocery Store,1034.97
FD648Z,12.75,regular,0.33,Frozen Foods,143.66,OUT64V,2006,Small,Tier 1,Supermarket Type3,2018.3
FD480W,5.08,low,0.3,Starchy Foods,269.66,OUT82W,1999,Medium,Tier 2,Supermarket Type3,1953.43
FD426V,20.09,NA,0.39,Health and Hygiene,151.54,OUT91Q,1999,Small,Tier 1,Supermarket Type2,1690.01
FD140L,10.18,low,0.36,Seafood,263.98,OUT52S,2008,Small,Tier 2,Supermarket Type2,1168.83
FD558J,20.22,NA,0.35,Household,144.56,OUT37V,2000,Medium,Tier 3,Supermarket Type2,2088.81
FD147H,11.9,regular,0.19,Meat,168.88,OUT12J,1994,High,Tier 1,Supermarket Type3,3152.1
FD160Y,9.07,low,0.21,Frozen Foods,177.73,OUT69V,2009,Small,Tier 2,Supermarket Type2,1074.89
FD114H,19.58,low,0.03,Meat,203.88,OUT95H,1998,Medium,Tier 2,Grocery Store,956.56
FD744Y,8.1,low,0.17,Frozen Foods,57.11,OUT65F,1992,High,Tier 2,Supermarket Type2,1812.64
FD770W,21.08,low,0.09,Meat,245.04,OUT15C,1986,Medium,Tier 3,Supermarket Type2,2302.62
FD667L,16.18,regular,0.34,Meat,183.49,OUT27I,2005,Small,Tier 3,Supermarket Type2,1299.64
FD798C,11.57,low,0.39,Seafood,269.99,OUT93Y,1994,High,Tier 3,Supermarket Type3,2819.16
FD456V,6.27,low,0.03,Meat,119.76,OUT99P,2001,Medium,Tier 3,Supermarket Type2,1591.56
FD322Z,21.41,low,0.38,Snack Foods,100.08,OUT47F,1989,Small,Tier 3,Supermarket Type3,2505.62
FD861G,20.48,regular,0.06,Canned,244.5,OUT72C,2001,Medium,Tier 3,Supermarket Type2,1746.86
FD992P,15.85,NA,0.2,Health and Hygiene,252.84,OUT95L,1993,Small,Tier 2,Supermarket Type2,1469.75
FD787M,7.29,regular,0.06,Soft Drinks,157.28,OUT14X,1986,High,Tier 1,Supermarket Type3,2614.09
FD827J,7.7,regular,0.21,Snack Foods,69.31,OUT12R,2007,Small,Tier 3,Supermarket Type2,1794.12
FD408A,6.85,regular,0.29,Starchy Foods,86.58,OUT97K,1997,Medium,Tier 1,Supermarket Type1,1243.89
FD614C,7.85,regular,0.3,Frozen Foods,268.96,OUT36E,2000,High,Tier 3,Grocery Store,1056.94
FD674G,11.35,low,0.36,Fruits and Vegetables,125.2,OUT38B,1992,Medium,Tier 3,Supermarket Type3,2817.64
FD662G,16.43,regular,0.13,Meat,222.13,OUT56D,1988,High,Tier 1,Grocery Store,946.96
FD494J,10.23,regular,0.07,Others,112.95,OUT57C,1992,Medium,Tier 2,Supermarket Type2,1923.82
FD210I,14.87,low,0.18,Frozen Foods,112.3,OUT66Z,2003,Small,Tier 2,Supermarket Type2,1146.49
FD463F,20.65,regular,0.27,Breakfast,107.7,OUT91L,1994,Small,Tier 3,Supermarket Type1,1232.39
FD161O,14.96,regular,0.08,Seafood,120.08,OUT82P,2001,Small,Tier 3,Supermarket Type2,1204.41
FD325F,16.23,low,0.19,Breakfast,144.2,OUT53X,2000,Small,Tier 3,Supermarket Type3,1551.95
FD491F,8.98,regular,0.36,Frozen Foods,56.44,OUT43X,1993,Medium,Tier 1,Grocery Store,752.88
FD968Q,12.14,low,0.17,Breakfast,227.6,OUT43X,1988,Medium,Tier 1,Supermarket Type3,2210.07
FD453R,12.46,low,0.07,Hard Drinks,100.38,OUT94G,2008,Medium,Tier 2,Supermarket Type3,1933.54
FD363F,,regular,0.22,Dairy,78.49,OUT94R,2003,High,Tier 2,Supermarket Type2,1895.91
FD360M,18.71,low,0.19,Frozen Foods,37.59,OUT74F,1998,High,Tier 1,Supermarket Type3,2800.74
FD554P,8.0,low,0.16,Dairy,142.71,OUT86Z,1995,High,Tier 1,Supermarket Type1,1793.5
FD526A,5.77,regular,0.14,Canned,89.7,OUT72S,2006,Medium,Tier 3,Supermarket Type1,1117.58
FD103Y,10.15,regular,0.34,Frozen Foods,32.62,OUT31B,2007,Medium,Tier 2,Supermarket Type3,2212.78
FD258U,11.68,low,0.13,Frozen Foods,38.87,OUT55V,1997,Small,Tier 2,Supermarket Type2,1320.12
FD256F,18.13,NA,0.4,Household,171.3,OUT36I,1993,Medium,Tier 3,Supermarket Type1,1234.41
FD689Q,14.68,regular,0.1,Frozen Foods,58.65,OUT55R,1989,Small,Tier 1,Supermarket Type2,1644.5
FD476Z,16.8,low,0.21,Hard Drinks,128.8,OUT79G,2005,Medium,Tier 1,Supermarket Type3,2084.69
FD549K,10.54,regular,0.05,Snack Foods,158.2,OUT70E,1989,,Tier 1,Supermarket Type1,1870.42
FD808Q,13.91,low,0.04,Others,93.28,OUT33Q,2004,Medium,Tier 1,Supermarket Type1,917.05
FD255A,16.77,regular,0.14,Baking Goods,61.95,OUT70K,1999,High,Tier 1,Grocery Store,1320.65
FD559C,15.31,NA,0.18,Health and Hygiene,85.04,OUT64C,1994,Medium,Tier 1,Supermarket Type1,1134.87
FD964S,15.66,regular,0.19,Starchy Foods,110.67,OUT59I,1999,High,Tier 3,Grocery Store,840.36
FD374M,8.92,regular,0.27,Breakfast,195.09,OUT88M,1987,High,Tier 2,Supermarket Type1,1595.44
FD606K,11.57,regular,0.32,Baking Goods,196.73,OUT61A,2001,,Tier 3,Supermarket Type3,2523.52
FD764B,4.56,low,0.39,Soft Drinks,118.56,OUT66P,2001,Small,Tier 2,Supermarket Type2,1654.76
FD506H,19.61,low,0.29,Baking Goods,46.13,OUT36G,2000,Small,Tier 1,Grocery Store,757.39
FD142N,6.14,low,0.09,Breakfast,213.85,OUT80R,2002,Small,Tier 2,Supermarket Type2,1789.16
FD426Y,19.61,NA,0.04,Health and Hygiene,42.95,OUT95U,1988,Small,Tier 3,Supermarket Type1,1214.4
FD653A,4.89,low,0.03,Fruits and Vegetables,62.68,OUT30P,1998,Medium,Tier 2,Supermarket Type3,2277.64
FD612H,19.19,low,0.2,Dairy,95.74,OUT98V,2004,High,Tier 1,Grocery Store,1027.22
FD382X,11.05,low,0.11,Hard Drinks,238.5,OUT95P,2003,Small,Tier 2,Grocery Store,812.44
FD366Z,20.91,low,0.05,Seafood,116.32,OUT21U,2003,Medium,Tier 1,Supermarket Type2,1281.61
FD612A,20.96,NA,0.33,Household,92.52,OUT33P,2007,Medium,Tier 1,Supermarket Type3,3218.68
FD138J,14.44,regular,0.11,Others,228.17,OUT62P,1990,Medium,Tier 2,Grocery Store,988.0
FD719I,20.15,regular,0.35,Dairy,213.37,OUT28V,1988,High,Tier 3,Supermarket Type3,4203.23
FD144A,20.44,regular,0.05,Dairy,236.34,OUT26E,1986,Small,Tier 2,Grocery Store,551.25
FD964N,16.26,low,0.31,Meat,157.23,OUT84F,2005,Medium,Tier 2,Grocery Store,878.56
FD636E,6.7,regular,0.22,Fruits and Vegetables,174.8,OUT14K,2004,High,Tier 3,Supermarket Type1,1399.43
FD505A,9.55,regular,0.08,Seafood,222.3,OUT57D,2002,Medium,Tier 3,Supermarket Type1,1408.38
FD928R,12.71,regular,0.03,Baking Goods,41.66,OUT30H,1994,Medium,Tier 3,Grocery Store,941.36
FD155H,19.93,regular,0.3,Snack Foods,78.94,OUT97D,1987,Medium,Tier 1,Supermarket Type1,1387.44
FD110M,8.33,low,0.17,Soft Drinks,165.9,OUT29B,1986,Small,Tier 3,Grocery Store,549.72
FD593A,12.88,regular,0.24,Breads,206.47,OUT90L,2005,Medium,Tier 1,Supermarket Type1,986.69
FD768C,10.58,regular,0.3,Meat,262.28,OUT89H,2007,High,Tier 2,Supermarket Type2,2025.12
FD333I,,low,0.09,Canned,178.49,OUT25V,1990,Small,Tier 2,Supermarket Type1,1184.49
FD564Q,4.88,low,0.1,Dairy,242.34,OUT96L,2009,Small,Tier 3,Supermarket Type1,880.12
FD706Q,5.37,regular,0.39,Breads,254.16,OUT96P,2002,Small,Tier 2,Grocery Store,670.75
FD756F,21.01,regular,0.18,Meat,140.26,OUT74I,1997,Medium,Tier 1,Supermarket Type2,1795.36
FD153D,16.63,regular,0.28,Meat,124.84,OUT70O,2003,Medium,Tier 3,Supermarket Type2,1977.94
FD520M,8.75,regular,0.16,Canned,241.85,OUT76P,2000,Small,Tier 2,Supermarket Type3,1645.57
FD386V,20.56,regular,0.28,Hard Drinks,59.58,OUT79P,2002,,Tier 1,Supermarket Type2,2034.0
FD611V,4.61,regular,0.31,Seafood,129.05,OUT69C,2004,Small,Tier 3,Grocery Store,606.47
FD197O,19.44,low,0.35,Snack Foods,205.42,OUT19Y,1992,Medium,Tier 1,Grocery Store,888.83
FD342H,21.43,low,0.3,Hard Drinks,266.56,OUT57R,1998,,Tier 1,Supermarket Type2,1175.24
FD185T,8.42,regular,0.24,Starchy Foods,103.76,OUT61B,1987,Small,Tier 1,Grocery Store,549.8
FD969B,10.84,low,0.08,Baking Goods,116.94,OUT31L,1997,Small,Tier 1,Supermarket Type2,1543.29
FD382I,20.19,low,0.03,Snack Foods,205.71,OUT59Z,1992,Medium,Tier 3,Grocery Store,616.11
FD153J,6.22,NA,0.18,Health and Hygiene,93.38,OUT29M,1988,Small,Tier 2,Supermarket Type3,2538.27
FD559H,18.33,low,0.28,Fruits and Vegetables,165.33,OUT87Y,2003,Small,Tier 3,Supermarket Type3,2486.73
FD147V,7.57,regular,0.02,Meat,136.5,OUT24M,2006,High,Tier 2,Supermarket Type3,3651.78
FD111A,9.38,low,0.16,Hard Drinks,142.77,OUT52A,2009,,Tier 3,Grocery Store,1253.31
FD331X,10.27,low,0.25,Breakfast,203.15,OUT86X,1987,Small,Tier 2,Supermarket Type2,1407.08
FD370H,12.38,regular,0.4,Seafood,166.56,OUT40P,1985,Medium,Tier 1,Supermarket Type1,1340.92
FD155Z,6.42,low,0.3,Dairy,52.9,OUT63U,2008,Medium,Tier 1,Supermarket Type3,1984.48
FD271M,15.29,low,0.33,Starchy Foods,208.18,OUT56C,1999,Medium,Tier 3,Supermarket Type1,890.68
FD693C,7.38,regular,0.09,Breakfast,160.05,OUT57E,1987,High,Tier 2,Grocery Store,798.88
FD830F,13.04,regular,0.38,Seafood,184.6,OUT97N,2004,Small,Tier 1,Supermarket Type1,1114.04
FD423H,,regular,0.13,Seafood,173.92,OUT69H,2004,Medium,Tier 1,Supermarket Type1,894.96
FD208U,6.88,regular,0.11,Frozen Foods,269.79,OUT24F,1987,Small,Tier 2,Supermarket Type1,1132.09
FD399S,8.44,low,0.37,Soft Drinks,157.38,OUT74T,1996,Small,Tier 1,Supermarket Type2,1183.55
FD788N,,regular,0.01,Meat,117.07,OUT66E,2008,Small,Tier 1,Supermarket Type3,1543.84
FD798A,11.55,regular,0.32,Seafood,80.76,OUT61M,1995,High,Tier 1,Grocery Store,1272.94
FD587V,19.26,regular,0.22,Meat,114.3,OUT10M,1993,High,Tier 2,Grocery Store,945.4
FD191D,16.79,low,0.11,Fruits and Vegetables,136.75,OUT13Y,1988,Medium,Tier 2,Grocery Store,1021.15
FD228C,10.15,low,0.08,Baking Goods,214.81,OUT37I,1992,Small,Tier 3,Grocery Store,711.18
FD350U,17.06,NA,0.24,Household,83.09,OUT70L,1997,Small,Tier 1,Supermarket Type3,1599.03
FD165K,16.86,regular,0.02,Hard Drinks,222.9,OUT18Q,2009,Small,Tier 1,Supermarket Type2,1088.81
FD158T,13.13,regular,0.32,Breads,185.8,OUT66J,1989,Medium,Tier 3,Supermarket Type1,1215.95
FD310R,20.4,low,0.39,Meat,164.95,OUT98L,1994,Medium,Tier 2,Grocery Store,715.29
FD998S,16.05,NA,0.05,Household,93.68,OUT94Z,1998,Medium,Tier 2,Supermarket Type2,2214.41
FD963D,9.94,regular,0.38,Dairy,215.12,OUT92B,1994,Small,Tier 1,Supermarket Type1,879.8
FD367Z,20.17,low,0.16,Dairy,177.96,OUT17O,2001,Medium,Tier 3,Grocery Store,742.07
FD343R,7.57,low,0.36,Hard Drinks,103.76,OUT98B,1997,High,Tier 1,Supermarket Type2,3024.02
FD534Q,20.37,low,0.15,Breads,42.44,OUT51M,2009,Medium,Tier 2,Grocery Store,926.75
FD911U,16.68,NA,0.31,Health and Hygiene,162.25,OUT11B,1986,Medium,Tier 3,Supermarket Type3,2595.87
FD318E,7.26,regular,0.02,Breads,176.79,OUT93G,1992,Small,Tier 3,Grocery Store,523.53
FD875R,20.7,regular,0.2,Meat,261.82,OUT11F,2002,High,Tier 1,Supermarket Type1,1848.61
FD867U,12.46,regular,0.2,Snack Foods,197.38,OUT67V,1997,High,Tier 3,Supermarket Type3,4221.12
FD209S,17.85,low,0.12,Snack Foods,68.86,OUT96U,2005,Small,Tier 2,Supermarket Type1,1050.61
FD346P,15.04,regular,0.03,Soft Drinks,78.5,OUT44S,1992,Medium,Tier 2,Supermarket Type3,2524.32
FD589C,10.98,regular,0.28,Hard Drinks,46.82,OUT22Q,1998,Medium,Tier 3,Supermarket Type1,1492.41
FD781Z,21.31,low,0.2,Hard Drinks,129.28,OUT99E,1995,Small,Tier 1,Supermarket Type2,1726.74
FD585B,5.15,regular,0.15,Snack Foods,194.5,OUT20V,1988,High,Tier 1,Grocery Store,1271.03
FD118V,9.85,regular,0.36,Breads,98.31,OUT89W,1990,Medium,Tier 3,Supermarket Type3,1766.98
FD458E,4.81,regular,0.19,Fruits and Vegetables,150.97,OUT83J,2001,Small,Tier 3,Supermarket Type2,1726.74
FD499Z,15.07,NA,0.03,Household,199.73,OUT74D,1997,High,Tier 1,Supermarket Type3,3404.12
FD750G,5.03,low,0.01,Baking Goods,93.69,OUT21M,1996,Small,Tier 2,Supermarket Type2,1215.83
FD599G,8.97,low,0.29,Soft Drinks,69.11,OUT92N,1985,Small,Tier 3,Supermarket Type3,2257.86
FD253Q,19.72,regular,0.39,Snack Foods,134.73,OUT25D,2003,Small,Tier 1,Supermarket Type1,1113.23
FD347F,8.78,low,0.08,Breads,68.83,OUT33V,1997,Small,Tier 1,Supermarket Type1,987.62
FD944S,16.32,regular,0.1,Seafood,40.84,OUT37H,1996,Medium,Tier 1,Supermarket Type1,1063.64
FD571S,13.71,low,0.11,Starchy Foods,266.72,OUT24Q,1987,Small,Tier 3,Supermarket Type3,2219.27
FD825F,15.04,regular,0.38,Baking Goods,145.36,OUT34J,1991,Medium,Tier 3,Supermarket Type1,916.35
FD983Q,13.27,regular,0.39,Breads,34.11,OUT33Y,1988,High,Tier 2,Supermarket Type1,1610.08
FD289C,11.51,low,0.02,Meat,95.42,OUT66M,1992,High,Tier 2,Grocery Store,1054.77
FD620D,13.07,regular,0.31,Seafood,263.52,OUT18N,2007,Medium,Tier 3,Grocery Store,931.92
FD437K,17.54,low,0.11,Meat,257.92,OUT27Q,1995,,Tier 3,Supermarket Type2,1541.09
FD968V,21.45,NA,0.36,Health and Hygiene,250.74,OUT97J,2000,Medium,Tier 3,Supermarket Type2,1423.14
FD902L,16.09,low,0.21,Seafood,202.67,OUT72N,1999,Medium,Tier 3,Supermarket Type3,3186.52
FD838O,6.8,regular,0.15,Hard Drinks,45.33,OUT22B,2006,Small,Tier 3,Supermarket Type1,924.71
FD428G,9.01,NA,0.39,Household,42.19,OUT23Q,2005,Small,Tier 1,Supermarket Type1,743.22
FD130E,15.23,NA,0.14,Household,197.09,OUT52M,1996,Small,Tier 1,Supermarket Type1,782.96
FD385H,12.35,low,0.11,Snack Foods,204.9,OUT46T,2008,Medium,Tier 3,Supermarket Type2,1918.03
FD229L,20.31,low,0.28,Frozen Foods,134.26,OUT39K,1986,Small,Tier 3,Supermarket Type1,1011.37
FD160X,17.7,low,0.33,Seafood,88.28,OUT83T,1991,High,Tier 2,Supermarket Type2,2218.31
FD461J,16.1,low,0.19,Frozen Foods,97.36,OUT66H,1991,Small,Tier 3,Supermarket Type3,2542.73
FD534V,10.26,low,0.25,Seafood,71.21,OUT80L,1989,Small,Tier 1,Grocery Store,799.62
FD314C,5.22,low,0.3,Others,204.6,OUT18X,1988,High,Tier 3,Grocery Store,1224.74
FD376T,16.7,NA,0.08,Health and Hygiene,146.85,OUT86I,2002,High,Tier 2,Supermarket Type3,3246.71
FD384P,8.27,NA,0.39,Health and Hygiene,86.45,OUT66V,1992,Medium,Tier 3,Supermarket Type1,1054.0
FD162Q,5.27,low,0.22,Frozen Foods,207.83,OUT42K,1993,Small,Tier 2,Supermarket Type1,952.71
FD415B,5.8,low,0.21,Others,224.86,OUT66F,1985,Medium,Tier 2,Supermarket Type2,1496.76
FD765G,8.96,regular,0.34,Fruits and Vegetables,239.0,OUT76I,1991,Medium,Tier 2,Supermarket Type1,929.16
FD783J,19.09,low,0.33,Soft Drinks,133.28,OUT32K,2005,High,Tier 1,Grocery Store,1133.4
FD647R,7.01,NA,0.38,Health and Hygiene,247.82,OUT72E,2003,Small,Tier 3,Grocery Store,451.19
FD324D,13.51,regular,0.33,Canned,225.75,OUT18X,1998,High,Tier 2,Supermarket Type3,3540.39
FD861C,9.56,low,0.34,Meat,262.82,OUT67X,1985,Small,Tier 1,Supermarket Type2,1759.18
FD162P,7.94,regular,0.14,Others,232.25,OUT94S,1997,High,Tier 2,Supermarket Type3,4210.46
FD907E,19.28,low,0.07,Baking Goods,88.9,OUT65S,1987,Small,Tier 3,Grocery Store,605.62
FD126M,17.2,regular,0.22,Frozen Foods,125.83,OUT41F,1991,High,Tier 1,Supermarket Type2,2326.81
FD335F,12.64,low,0.13,Frozen Foods,156.62,OUT73N,1987,High,Tier 1,Supermarket Type2,2103.27
FD746P,4.94,low,0.21,Breakfast,210.48,OUT37B,1998,Medium,Tier 3,Supermarket Type1,1318.31
FD479H,12.3,low,0.18,Frozen Foods,204.8,OUT26C,2000,Small,Tier 2,Grocery Store,637.3
FD559S,5.81,low,0.26,Dairy,82.8,OUT48I,1994,Small,Tier 2,Supermarket Type3,1612.1
FD468Y,16.14,regular,0.15,Starchy Foods,243.19,OUT51D,2009,Small,Tier 1,Supermarket Type3,1910.56
FD720B,15.12,regular,0.09,Starchy Foods,159.21,OUT52T,1992,High,Tier 3,Supermarket Type1,1971.04
FD933C,,regular,0.29,Others,102.11,OUT30V,2008,Small,Tier 1,Grocery Store,701.35
FD719B,13.49,regular,0.11,Snack Foods,121.15,OUT39U,2007,,Tier 3,Supermarket Type3,3242.98
FD871Z,11.37,low,0.33,Breads,85.84,OUT63I,2008,High,Tier 3,Grocery Store,765.37
FD820C,19.02,regular,0.37,Soft Drinks,254.55,OUT99U,2002,Medium,Tier 2,Supermarket Type2,1375.17
FD134U,21.19,NA,0.16,Household,168.98,OUT43D,2005,Medium,Tier 1,Supermarket Type2,1817.87
FD433A,12.96,low,0.09,Hard Drinks,160.59,OUT71Z,1993,High,Tier 3,Supermarket Type2,2745.22
FD503P,11.84,low,0.02,Fruits and Vegetables,104.91,OUT73Z,1995,Small,Tier 3,Grocery Store,518.17
FD363O,16.23,NA,0.12,Health and Hygiene,212.01,OUT20T,1986,Small,Tier 1,Grocery Store,803.6
FD119K,17.06,low,0.33,Hard Drinks,194.06,OUT19Q,1993,High,Tier 2,Supermarket Type3,3586.28
FD105D,16.6,regular,0.13,Starchy Foods,206.25,OUT11C,1994,,Tier 2,Supermarket Type2,1639.98
