Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD783T,15.12,low,0.14,Hard Drinks,159.99,OUT82Z,1989,High,Tier 3,Grocery Store,1123.14
FD761Q,18.48,low,0.24,Soft Drinks,242.0,OUT85Z,1995,Medium,Tier 3,Supermarket Type3,1772.4
FD775Q,17.27,low,0.31,Baking Goods,74.25,OUT47W,2000,High,Tier 1,Supermarket Type3,3178.43
FD617J,10.82,regular,0.17,Others,35.18,OUT49T,1997,Small,Tier 2,Grocery Store,734.84
FD804J,8.97,regular,0.16,Starchy Foods,143.89,OUT38B,2006,High,Tier 2,Supermarket Type3,3072.43
FD617K,11.56,regular,0.05,Fruits and Vegetables,73.67,OUT97V,1996,High,Tier 2,Supermarket Type1,1409.26
FD442Y,8.33,regular,0.27,Fruits and Vegetables,191.21,OUT91B,1990,High,Tier 1,Supermarket Type2,1695.21
FD868J,18.93,low,0.28,Seafood,240.12,OUT36Z,2009,Medium,Tier 3,Supermarket Type3,2722.02
FD599P,7.15,regular,0.02,Dairy,143.87,OUT90T,2007,High,Tier 1,Supermarket Type3,3938.67
FD798R,6.38,low,0.3,Starchy Foods,91.71,OUT69L,1991,Small,Tier 3,Supermarket Type3,1617.49
FD507G,10.07,NA,0.27,Health and Hygiene,131.15,OUT15W,1988,Medium,Tier 2,Supermarket Type2,2335.93
FD487G,8.42,regular,0.18,Meat,120.02,OUT60K,2001,High,Tier 1,Grocery Store,1213.16
FD718Q,7.59,regular,0.26,Others,39.5,OUT12W,1992,Medium,Tier 2,Supermarket Type1,1387.11
FD431A,20.15,low,0.18,Hard Drinks,267.51,OUT21O,2006,High,Tier 3,Supermarket Type3,4031.39
FD333S,14.67,regular,0.21,Meat,101.86,OUT93P,1988,High,Tier 3,Grocery Store,1123.6
FD858M,11.22,NA,0.13,Health and Hygiene,181.31,OUT44E,1998,Medium,Tier 3,Grocery Store,828.03
FD716Y,13.37,NA,0.25,Household,67.35,OUT41O,2004,Medium,Tier 2,Supermarket Type1,1307.57
FD178Y,12.82,low,0.11,Fruits and Vegetables,122.2,OUT37G,2001,Small,Tier 1,Supermarket Type1,1241.57
FD256P,12.69,low,0.35,Hard Drinks,147.42,OUT84G,1996,Small,Tier 3,Grocery Store,683.17
FD933Z,4.85,low,0.39,Dairy,44.69,OUT91W,2006,Small,Tier 1,Grocery Store,586.94
FD666L,12.91,low,0.01,Baking Goods,114.85,OUT20K,2000,Small,Tier 3,Supermarket Type2,1584.4
FD709B,19.45,low,0.21,Snack Foods,216.54,OUT71L,1986,Small,Tier 3,Supermarket Type1,1168.06
FD968P,13.78,low,0.07,Frozen Foods,51.61,OUT22Q,2009,High,Tier 1,Supermarket Type2,1874.0
FD814S,9.93,regular,0.2,Breakfast,226.33,OUT11A,2007,Medium,Tier 3,Supermarket Type2,1396.46
FD989V,9.84,low,0.33,Fruits and Vegetables,229.01,OUT37W,1990,Medium,Tier 2,Grocery Store,796.43
FD902G,5.91,regular,0.23,Meat,126.66,OUT71H,1996,Medium,Tier 1,Supermarket Type1,1490.19
FD411B,17.7,NA,0.04,Household,62.49,OUT89H,1988,High,Tier 2,Supermarket Type2,2531.67
FD594J,6.58,low,0.22,Breakfast,106.88,OUT78L,1986,Small,Tier 1,Supermarket Type3,1669.75
FD772U,9.09,low,0.32,Soft Drinks,158.22,OUT76A,2002,High,Tier 1,Grocery Store,1188.95
FD271H,14.41,regular,0.18,Baking Goods,210.65,OUT58Q,2006,Small,Tier 1,Grocery Store,481.41
FD319L,15.6,low,0.13,Fruits and Vegetables,106.28,OUT43S,1987,High,Tier 3,Supermarket Type2,2950.53
FD561Y,12.15,NA,0.28,Health and Hygiene,225.83,OUT30X,1989,Small,Tier 3,Supermarket Type2,1628.02
FD201B,16.46,low,0.4,Snack Foods,260.15,OUT69K,1996,Small,Tier 1,Grocery Store,573.72
FD605R,,low,0.26,Meat,141.45,OUT13G,2008,Small,Tier 2,Supermarket Type1,984.0
FD215Z,,NA,0.1,Household,159.77,OUT65D,2008,High,Tier 1,Supermarket Type3,2521.22
FD198V,14.97,low,0.28,Starchy Foods,234.42,OUT34G,1997,Small,Tier 2,Grocery Store,582.38
FD898B,10.49,low,0.07,Soft Drinks,147.4,OUT31K,1986,Medium,Tier 1,Supermarket Type3,2525.24
FD313P,5.51,low,0.37,Meat,106.71,OUT12S,2006,High,Tier 2,Supermarket Type3,4109.72
FD634R,5.24,regular,0.29,Fruits and Vegetables,55.18,OUT19D,2006,Small,Tier 3,Supermarket Type1,823.44
FD102H,19.25,low,0.24,Breads,163.21,OUT43G,1995,Medium,Tier 2,Supermarket Type3,2479.09
FD163O,,regular,0.17,Canned,245.95,OUT73G,1993,Medium,Tier 2,Supermarket Type3,2923.64
FD107J,11.99,regular,0.35,Starchy Foods,155.33,OUT93U,1992,Small,Tier 3,Supermarket Type3,1483.78
FD401C,8.53,regular,0.36,Fruits and Vegetables,184.84,OUT53G,1992,Medium,Tier 3,Supermarket Type3,2832.22
FD267C,9.23,regular,0.05,Breads,70.95,OUT31D,2005,Small,Tier 2,Grocery Store,741.83
FD678B,5.93,low,0.11,Breakfast,233.44,OUT25S,2002,High,Tier 1,Supermarket Type1,2017.46
FD192W,9.09,NA,0.39,Health and Hygiene,260.83,OUT30E,1991,Medium,Tier 1,Grocery Store,732.15
FD646B,9.48,low,0.03,Soft Drinks,38.11,OUT19N,2004,Small,Tier 2,Supermarket Type3,1720.35
FD142Z,8.05,regular,0.15,Snack Foods,55.39,OUT50E,1987,Small,Tier 2,Grocery Store,666.51
FD190D,9.61,regular,0.06,Seafood,257.59,OUT16Q,1997,Small,Tier 3,Supermarket Type3,1821.17
FD622J,18.71,regular,0.04,Soft Drinks,227.09,OUT61M,2005,High,Tier 2,Supermarket Type3,2956.81
FD855Q,6.43,NA,0.04,Household,109.92,OUT87B,1994,Small,Tier 2,Supermarket Type2,1167.55
FD633H,9.81,low,0.34,Meat,267.74,OUT83D,1988,High,Tier 3,Supermarket Type1,1733.46
FD611Y,8.23,regular,0.06,Frozen Foods,178.56,OUT98Z,1999,High,Tier 2,Supermarket Type2,1639.59
FD232R,8.13,regular,0.26,Breakfast,33.22,OUT82Z,2008,High,Tier 2,Grocery Store,1326.17
FD256Y,10.85,low,0.19,Fruits and Vegetables,31.06,OUT22C,1998,Small,Tier 3,Supermarket Type3,2486.07
FD876Z,9.28,regular,0.31,Meat,230.81,OUT15I,1989,Medium,Tier 2,Grocery Store,601.32
FD335T,7.63,low,0.07,Baking Goods,32.24,OUT67G,1990,High,Tier 2,Supermarket Type2,2234.14
FD846J,9.95,regular,0.36,Breakfast,180.2,OUT17N,1996,Medium,Tier 1,Supermarket Type1,1006.53
FD825G,14.92,regular,0.22,Canned,32.98,OUT73L,1999,Small,Tier 2,Supermarket Type3,2460.59
FD447S,12.78,low,0.23,Canned,108.26,OUT70R,2005,High,Tier 3,Supermarket Type1,1467.33
FD348K,11.81,low,0.09,Fruits and Vegetables,209.13,OUT74Z,2006,Small,Tier 3,Supermarket Type2,1682.87
FD646S,9.47,low,0.24,Starchy Foods,172.89,OUT44I,2006,Medium,Tier 2,Supermarket Type2,2067.52
FD877Z,13.69,low,0.21,Breakfast,124.42,OUT96W,1989,Medium,Tier 3,Supermarket Type1,981.42
FD514K,7.4,NA,0.07,Health and Hygiene,186.93,OUT29E,1992,High,Tier 2,Supermarket Type3,3014.96
FD499O,5.36,low,0.21,Breads,81.84,OUT30D,1988,Medium,Tier 1,Supermarket Type1,1333.83
FD898D,8.68,regular,0.27,Starchy Foods,170.17,OUT24Q,2007,Small,Tier 2,Supermarket Type1,932.34
FD300Q,,low,0.37,Dairy,110.46,OUT98V,1990,Medium,Tier 3,Supermarket Type2,1790.95
FD669A,11.23,low,0.11,Starchy Foods,85.88,OUT33N,1991,Small,Tier 3,Supermarket Type3,1766.45
FD372X,6.15,regular,0.24,Hard Drinks,259.98,OUT56Z,2007,Medium,Tier 2,Grocery Store,917.27
FD250F,11.49,regular,0.35,Frozen Foods,233.2,OUT19G,1999,Medium,Tier 2,Supermarket Type1,1350.75
FD440E,6.93,regular,0.08,Breads,233.63,OUT92S,1990,Medium,Tier 3,Supermarket Type2,2140.2
FD487P,7.42,NA,0.27,Household,113.6,OUT74H,1996,High,Tier 2,Supermarket Type1,1861.5
FD379W,10.81,NA,0.17,Household,112.34,OUT72P,2004,Small,Tier 2,Grocery Store,590.69
FD700M,18.59,regular,0.2,Canned,112.43,OUT74C,1990,Medium,Tier 1,Supermarket Type3,3204.18
FD767N,7.48,regular,0.3,Soft Drinks,47.17,OUT89H,2000,Medium,Tier 1,Supermarket Type1,1392.91
FD162D,7.75,low,0.35,Hard Drinks,204.39,OUT50Z,1988,Small,Tier 1,Supermarket Type2,1602.93
FD977R,11.21,regular,0.23,Soft Drinks,135.73,OUT71K,1990,High,Tier 1,Grocery Store,883.41
FD275Q,19.76,NA,0.35,Health and Hygiene,149.57,OUT51V,1991,Medium,Tier 3,Supermarket Type2,1790.25
FD514T,21.05,NA,0.33,Household,79.11,OUT40V,2000,Small,Tier 2,Grocery Store,458.88
FD148O,20.37,low,0.28,Others,207.84,OUT19R,2005,Small,Tier 3,Supermarket Type2,1466.6
FD861L,12.2,low,0.38,Starchy Foods,42.83,OUT59H,2008,Medium,Tier 3,Supermarket Type3,2405.28
FD556T,6.59,regular,0.1,Fruits and Vegetables,172.55,OUT87G,1989,Small,Tier 3,Supermarket Type3,2089.63
FD109B,9.37,NA,0.39,Household,177.52,OUT19X,1993,Medium,Tier 2,Grocery Store,664.99
FD204G,17.8,low,0.09,Breakfast,176.83,OUT31U,1985,High,Tier 1,Supermarket Type2,1695.54
FD101Q,8.66,low,0.36,Dairy,84.58,OUT16L,2000,Medium,Tier 1,Grocery Store,903.0
FD215L,10.14,regular,0.05,Canned,64.6,OUT17J,1997,High,Tier 1,Supermarket Type1,1465.98
FD137D,7.77,NA,0.32,Household,244.71,OUT89Z,2009,Small,Tier 2,Supermarket Type2,1031.83
FD163P,21.2,regular,0.12,Others,248.81,OUT18S,1987,Small,Tier 1,Supermarket Type2,1212.71
FD114P,7.42,regular,0.08,Soft Drinks,107.95,OUT70O,2000,Medium,Tier 2,Supermarket Type1,1483.49
FD462L,14.95,low,0.23,Canned,58.78,OUT57K,2001,Small,Tier 3,Supermarket Type3,1911.76
FD581S,17.93,regular,0.4,Breads,39.14,OUT65N,2009,Medium,Tier 3,Supermarket Type3,2045.47
FD421F,8.39,low,0.19,Seafood,58.85,OUT71K,2000,Small,Tier 2,Supermarket Type1,1143.72
FD580T,20.34,regular,0.08,Baking Goods,190.1,OUT90G,1986,Medium,Tier 1,Supermarket Type3,2670.2
FD648G,9.12,low,0.23,Hard Drinks,99.46,OUT50A,2009,High,Tier 3,Supermarket Type2,3029.08
FD927B,12.78,low,0.09,Soft Drinks,253.53,OUT13I,2001,Small,Tier 2,Grocery Store,540.08
FD115N,8.9,regular,0.1,Hard Drinks,108.85,OUT63N,1996,Medium,Tier 3,Supermarket Type3,3073.28
FD434F,6.96,regular,0.3,Meat,134.54,OUT31F,1986,Small,Tier 2,Supermarket Type3,2275.03
FD779I,4.98,NA,0.28,Household,131.35,OUT58T,2005,Medium,Tier 1,Supermarket Type1,1186.27
FD453L,13.83,low,0.09,Meat,75.07,OUT47D,2001,Small,Tier 2,Grocery Store,770.95
FD346V,6.51,low,0.12,Hard Drinks,176.98,OUT30Z,1993,Medium,Tier 2,Supermarket Type2,1344.39
FD438C,15.64,NA,0.09,Health and Hygiene,144.81,OUT67U,1998,High,Tier 3,Supermarket Type3,3508.21
FD996Q,18.49,regular,0.26,Hard Drinks,116.76,OUT81Z,2008,Small,Tier 2,Supermarket Type3,1510.23
FD274V,9.95,low,0.22,Hard Drinks,49.05,OUT80S,1998,Small,Tier 1,Supermarket Type2,1046.21
FD924U,19.09,low,0.24,Breakfast,266.71,OUT31K,2000,High,Tier 2,Grocery Store,1136.9
FD314Y,11.05,regular,0.34,Canned,223.78,OUT89Z,2000,Medium,Tier 1,Supermarket Type3,2498.09
FD780H,18.78,low,0.22,Soft Drinks,40.04,OUT53R,1986,Small,Tier 1,Supermarket Type1,943.71
FD877F,7.75,low,0.34,Breakfast,35.48,OUT53K,2007,High,Tier 2,Grocery Store,1212.33
FD677V,8.79,NA,0.09,Household,30.22,OUT50E,1995,Small,Tier 2,Supermarket Type2,1559.1
FD791M,10.51,NA,0.19,Health and Hygiene,175.2,OUT71Y,2007,High,Tier 1,Grocery Store,1101.74
FD527E,13.59,NA,0.24,Health and Hygiene,94.52,OUT49I,2008,High,Tier 2,Supermarket Type1,1615.18
FD623W,13.03,low,0.06,Starchy Foods,106.85,OUT28B,1997,,Tier 1,Grocery Store,652.12
FD170H,10.39,NA,0.37,Health and Hygiene,38.45,OUT86F,2001,Medium,Tier 1,Supermarket Type2,2322.64
FD283P,21.21,low,0.36,Seafood,159.93,OUT58W,2004,Small,Tier 3,Supermarket Type3,1572.52
FD828N,12.08,low,0.07,Baking Goods,43.79,OUT18E,1987,Medium,Tier 1,Grocery Store,779.41
FD922R,12.66,low,0.28,Others,72.69,OUT39D,2001,Small,Tier 3,Supermarket Type1,747.94
FD765T,18.1,regular,0.23,Hard Drinks,243.76,OUT41A,2005,Small,Tier 3,Supermarket Type2,1770.33
FD745M,15.57,low,0.2,Starchy Foods,141.19,OUT35F,1992,High,Tier 1,Supermarket Type1,1775.37
FD132L,18.11,low,0.03,Seafood,248.94,OUT40A,2000,High,Tier 1,Supermarket Type1,1864.25
FD345A,8.85,regular,0.35,Starchy Foods,181.54,OUT53W,1999,Medium,Tier 2,Supermarket Type3,2685.62
FD438N,8.55,regular,0.24,Others,163.2,OUT17N,1993,Medium,Tier 2,Supermarket Type2,1372.77
FD890V,18.27,regular,0.3,Frozen Foods,202.67,OUT24G,1986,Small,Tier 2,Supermarket Type2,1254.08
FD480N,15.39,regular,0.05,Dairy,202.44,OUT40D,2002,High,Tier 2,Supermarket Type1,1581.05
FD999F,13.17,low,0.03,Dairy,58.42,OUT36X,2006,Small,Tier 3,Supermarket Type1,889.21
FD904B,10.74,NA,0.15,Household,141.11,OUT69B,1989,Medium,Tier 3,Supermarket Type2,1964.51
FD919Y,20.28,regular,0.18,Others,138.39,OUT64A,1997,Medium,Tier 1,Grocery Store,924.51
FD226V,6.08,regular,0.13,Breakfast,100.96,OUT48T,2001,Medium,Tier 3,Grocery Store,967.17
FD392J,9.34,regular,0.23,Seafood,194.66,OUT41V,1993,Small,Tier 2,Supermarket Type1,876.72
FD278L,19.04,regular,0.27,Dairy,171.46,OUT46D,1998,Small,Tier 1,Supermarket Type3,2498.65
FD782C,5.42,regular,0.13,Breads,241.93,OUT30O,2008,Medium,Tier 1,Supermarket Type1,913.08
FD264X,14.3,low,0.1,Hard Drinks,223.93,OUT79L,2002,Medium,Tier 1,Supermarket Type3,1919.54
FD184Y,20.62,low,0.02,Soft Drinks,158.2,OUT96U,1995,High,Tier 2,Supermarket Type2,1991.01
FD400T,6.23,NA,0.36,Household,169.07,OUT65Q,2009,Medium,Tier 3,Supermarket Type2,2049.91
FD130Q,19.91,low,0.4,Breads,219.02,OUT19X,1990,High,Tier 1,Supermarket Type1,1892.06
FD474V,4.79,low,0.25,Meat,250.72,OUT42F,1985,Medium,Tier 3,Supermarket Type3,2341.47
FD454W,7.14,NA,0.35,Household,179.39,OUT15H,2006,High,Tier 3,Supermarket Type3,2529.4
FD730R,16.82,regular,0.05,Meat,133.62,OUT39B,2000,Small,Tier 3,Supermarket Type3,2512.67
FD615S,16.59,regular,0.09,Dairy,165.12,OUT13D,2007,High,Tier 1,Grocery Store,1289.99
FD133O,,low,0.05,Meat,203.05,OUT73P,1993,Medium,Tier 3,Supermarket Type3,2792.59
FD200O,,low,0.3,Starchy Foods,120.92,OUT94T,1985,,Tier 2,Supermarket Type1,1087.27
FD458E,17.62,low,0.26,Seafood,104.31,OUT51L,2000,Medium,Tier 2,Grocery Store,806.45
FD828Q,9.42,regular,0.31,Hard Drinks,53.25,OUT35I,2009,High,Tier 3,Supermarket Type1,1849.86
FD796D,12.71,regular,0.39,Others,93.88,OUT64Z,2001,Small,Tier 2,Supermarket Type2,1071.67
FD212S,5.46,NA,0.14,Household,177.81,OUT51X,1998,High,Tier 2,Supermarket Type2,2910.9
FD696T,6.56,low,0.14,Starchy Foods,247.12,OUT15K,1992,Medium,Tier 3,Supermarket Type3,2603.23
FD754A,11.67,low,0.22,Starchy Foods,228.46,OUT53K,1996,Medium,Tier 2,Supermarket Type3,1909.86
FD324N,5.78,low,0.36,Breads,266.88,OUT85V,1998,Small,Tier 1,Supermarket Type3,2418.81
FD176G,9.15,low,0.12,Baking Goods,161.67,OUT29X,1997,Medium,Tier 2,Supermarket Type1,1372.2
FD756T,13.9,low,0.34,Others,111.8,OUT64K,1999,Small,Tier 1,Supermarket Type1,831.59
FD638E,18.4,regular,0.39,Meat,181.66,OUT83W,2001,,Tier 2,Supermarket Type3,2998.1
FD329D,12.24,low,0.31,Starchy Foods,74.22,OUT54K,2000,High,Tier 2,Grocery Store,770.07
FD996L,4.59,regular,0.24,Snack Foods,76.23,OUT33W,1996,Medium,Tier 3,Supermarket Type1,937.69
FD104H,9.83,NA,0.18,Household,195.68,OUT27E,1994,Small,Tier 1,Supermarket Type2,1204.32
FD308G,11.3,low,0.28,Others,177.93,OUT87F,2003,Medium,Tier 2,Grocery Store,701.07
FD117H,5.18,low,0.2,Starchy Foods,257.53,OUT56Q,1996,High,Tier 3,Supermarket Type3,3610.62
FD277M,8.9,NA,0.33,Health and Hygiene,252.14,OUT11A,1991,Medium,Tier 1,Grocery Store,674.45
FD854W,10.72,regular,0.04,Hard Drinks,148.69,OUT72D,1996,Small,Tier 3,Supermarket Type3,2577.54
FD416Z,21.21,regular,0.07,Others,150.11,OUT18A,1994,,Tier 3,Supermarket Type1,2003.06
FD580N,4.54,low,0.11,Fruits and Vegetables,118.83,OUT12N,2009,High,Tier 1,Supermarket Type1,1696.33
FD411S,16.75,regular,0.1,Dairy,254.55,OUT58N,2008,High,Tier 2,Supermarket Type1,1763.46
FD182H,10.32,low,0.3,Breads,61.58,OUT81G,2007,Medium,Tier 2,Supermarket Type1,868.97
FD803B,16.63,low,0.31,Dairy,88.87,OUT96T,2008,High,Tier 1,Supermarket Type1,1884.47
FD675V,7.84,regular,0.02,Breads,41.16,OUT35P,2006,High,Tier 1,Supermarket Type1,1323.77
FD614W,17.76,NA,0.37,Household,211.15,OUT20D,2000,High,Tier 1,Grocery Store,811.32
FD502O,15.9,low,0.08,Fruits and Vegetables,207.66,OUT60P,2008,Medium,Tier 2,Supermarket Type3,2696.37
FD765P,19.64,regular,0.09,Meat,260.67,OUT30A,1995,High,Tier 1,Supermarket Type1,1957.28
FD800F,17.96,regular,0.34,Soft Drinks,200.96,OUT88D,2007,Small,Tier 1,Grocery Store,461.94
FD469N,9.22,regular,0.1,Canned,250.83,OUT54O,2007,,Tier 2,Grocery Store,755.59
FD356V,13.34,low,0.22,Baking Goods,126.71,OUT53I,2007,Small,Tier 3,Supermarket Type1,1072.55
FD696O,15.34,regular,0.22,Breakfast,121.61,OUT53D,2008,Medium,Tier 1,Supermarket Type3,3048.63
FD565J,13.96,NA,0.12,Health and Hygiene,210.07,OUT17D,1987,Medium,Tier 3,Supermarket Type2,2338.54
FD969N,7.11,regular,0.03,Dairy,250.02,OUT47Y,2002,Small,Tier 2,Supermarket Type2,1752.81
FD617P,6.89,NA,0.28,Household,131.3,OUT74G,1990,High,Tier 3,Supermarket Type1,1849.41
FD701D,14.69,low,0.02,Fruits and Vegetables,258.32,OUT66F,1998,Small,Tier 2,Supermarket Type2,1229.71
FD186A,15.06,low,0.23,Soft Drinks,102.84,OUT55C,1998,Medium,Tier 3,Supermarket Type1,846.44
FD924W,6.85,low,0.2,Hard Drinks,243.03,OUT59G,2003,Small,Tier 3,Supermarket Type1,919.26
FD412J,19.63,regular,0.15,Breads,67.46,OUT43L,2009,Small,Tier 3,Grocery Store,709.18
FD569E,6.43,low,0.11,Meat,229.57,OUT62Z,1987,High,Tier 2,Supermarket Type2,2625.29
FD116X,9.91,NA,0.05,Health and Hygiene,244.33,OUT14T,2003,High,Tier 2,Supermarket Type2,2116.48
FD862C,,NA,0.14,Household,241.28,OUT75M,1989,High,Tier 2,Supermarket Type2,2023.01
FD219L,17.92,regular,0.3,Baking Goods,124.19,OUT46F,1989,,Tier 1,Supermarket Type1,884.66
FD675X,20.79,low,0.3,Breakfast,99.96,OUT51Q,1992,Medium,Tier 1,Supermarket Type3,1984.65
FD548I,15.41,low,0.11,Starchy Foods,139.1,OUT10Q,1989,High,Tier 1,Supermarket Type3,3519.6
FD202E,12.41,low,0.16,Fruits and Vegetables,184.82,OUT30A,2009,,Tier 3,Supermarket Type1,1667.27
FD553K,6.14,regular,0.12,Starchy Foods,201.88,OUT12M,2005,Medium,Tier 1,Supermarket Type3,1810.76
FD329Y,19.16,low,0.1,Breakfast,73.7,OUT56A,2000,Medium,Tier 3,Supermarket Type2,1448.83
FD813A,17.43,regular,0.11,Fruits and Vegetables,123.29,OUT54Z,2006,High,Tier 3,Grocery Store,1207.64
FD517F,18.59,regular,0.13,Breads,231.33,OUT71C,1995,Small,Tier 3,Supermarket Type2,1083.44
FD349E,8.34,regular,0.19,Soft Drinks,49.03,OUT60Q,2008,Small,Tier 3,Supermarket Type3,1702.76
FD769I,19.26,regular,0.36,Fruits and Vegetables,76.46,OUT73V,1992,Medium,Tier 3,Supermarket Type2,1572.21
FD159K,13.99,regular,0.37,Snack Foods,163.92,OUT52N,1988,High,Tier 1,Supermarket Type3,3817.48
FD423R,8.66,low,0.35,Dairy,248.9,OUT73X,2001,,Tier 1,Supermarket Type3,2113.42
FD413A,19.22,low,0.22,Snack Foods,99.02,OUT21X,1994,High,Tier 1,Supermarket Type2,1820.26
FD887U,15.17,low,0.27,Others,117.39,OUT11C,1985,High,Tier 2,Supermarket Type2,1776.6
FD631G,14.6,NA,0.25,Household,241.23,OUT50Q,1997,Medium,Tier 1,Grocery Store,694.88
FD389P,4.78,low,0.13,Breakfast,171.11,OUT61W,2003,High,Tier 2,Supermarket Type2,2046.77
FD209K,12.11,NA,0.01,Health and Hygiene,197.77,OUT77U,2003,Small,Tier 1,Supermarket Type2,1463.85
FD246G,8.53,regular,0.16,Others,158.12,OUT35A,1996,High,Tier 1,Grocery Store,1251.48
FD279W,19.43,low,0.13,Meat,229.66,OUT90E,1988,High,Tier 3,Supermarket Type2,2084.07
FD407V,17.69,NA,0.34,Household,250.19,OUT11K,1994,Medium,Tier 3,Supermarket Type1,891.46
FD678C,6.87,regular,0.11,Canned,69.8,OUT89N,2008,Small,Tier 2,Grocery Store,483.08
FD655T,19.25,low,0.2,Snack Foods,68.51,OUT67R,1998,Small,Tier 3,Supermarket Type1,1074.85
FD496K,,regular,0.15,Breakfast,94.28,OUT77K,1995,Small,Tier 3,Supermarket Type3,2285.94
FD317K,17.98,NA,0.24,Household,89.97,OUT88E,2002,Small,Tier 3,Supermarket Type2,1130.95
FD816P,14.88,regular,0.08,Baking Goods,238.54,OUT34B,2001,Medium,Tier 3,Supermarket Type2,1391.61
FD807W,13.41,low,0.2,Frozen Foods,190.51,OUT82Q,1991,Small,Tier 1,Supermarket Type3,1759.86
FD348G,17.55,low,0.29,Breakfast,91.63,OUT31A,2000,Medium,Tier 2,Supermarket Type1,879.49
FD664U,18.48,regular,0.39,Frozen Foods,166.15,OUT25O,1992,,Tier 1,Supermarket Type2,1787.4
FD157V,5.55,low,0.13,Frozen Foods,196.42,OUT66C,1997,High,Tier 2,Supermarket Type3,3794.38
FD821Y,7.34,regular,0.1,Breakfast,133.98,OUT95J,2002,High,Tier 1,Grocery Store,1165.47
FD643C,4.84,low,0.04,Dairy,173.8,OUT50Z,1999,Small,Tier 1,Supermarket Type1,723.42
FD870L,5.95,low,0.07,Soft Drinks,174.28,OUT40R,1985,High,Tier 3,Supermarket Type2,2079.81
FD600H,12.48,regular,0.08,Baking Goods,242.92,OUT71H,2004,Medium,Tier 2,Grocery Store,679.7
FD487U,17.61,regular,0.32,Canned,245.35,OUT53W,1999,High,Tier 1,Supermarket Type3,3992.74
FD961A,7.25,NA,0.1,Household,221.82,OUT71Q,2007,Medium,Tier 3,Supermarket Type3,2348.85
FD563W,,low,0.14,Hard Drinks,207.58,OUT32W,1999,Medium,Tier 1,Supermarket Type2,1768.46
FD837A,17.54,regular,0.01,Meat,195.45,OUT93M,2003,Medium,Tier 1,Supermarket Type1,1136.64
FD938H,11.46,low,0.08,Snack Foods,40.2,OUT50V,1998,Small,Tier 1,Supermarket Type2,1774.9
FD176U,5.06,low,0.03,Seafood,196.61,OUT68B,1994,High,Tier 2,Supermarket Type1,1960.29
FD161Q,14.77,regular,0.38,Starchy Foods,38.15,OUT62W,2002,High,Tier 2,Grocery Store,1038.95
FD328Q,11.54,low,0.23,Fruits and Vegetables,244.79,OUT65U,2007,Small,Tier 3,Supermarket Type1,1019.13
FD538D,16.4,low,0.37,Snack Foods,161.97,OUT41O,1994,Medium,Tier 3,Supermarket Type3,2044.12
FD974N,15.36,regular,0.21,Hard Drinks,81.84,OUT79K,1989,High,Tier 1,Supermarket Type1,1489.6
FD887U,6.68,NA,0.36,Health and Hygiene,239.37,OUT67D,1995,Small,Tier 2,Supermarket Type2,1083.02
FD973H,11.16,NA,0.19,Household,64.0,OUT91I,1997,High,Tier 2,Supermarket Type2,1897.98
FD793V,13.5,low,0.3,Baking Goods,251.87,OUT28D,1987,Small,Tier 2,Supermarket Type1,1225.47
FD804G,4.88,low,0.29,Others,34.94,OUT90Y,2003,Small,Tier 3,Supermarket Type3,2364.61
FD924L,4.9,regular,0.06,Breakfast,106.4,OUT37O,2000,Medium,Tier 3,Supermarket Type3,2807.86
FD580J,20.6,low,0.05,Fruits and Vegetables,168.13,OUT66W,2007,High,Tier 2,Supermarket Type2,2201.34
FD225Y,13.52,regular,0.4,Canned,184.31,OUT88J,1990,High,Tier 1,Grocery Store,1270.7
FD242G,5.26,low,0.04,Soft Drinks,217.69,OUT99A,2009,High,Tier 1,Supermarket Type1,1639.94
FD693Q,11.83,low,0.35,Others,235.66,OUT22G,1996,Small,Tier 3,Supermarket Type2,1655.36
FD963I,10.48,regular,0.28,Soft Drinks,36.92,OUT88K,1995,Medium,Tier 1,Supermarket Type2,2296.7
FD337W,12.55,NA,0.24,Health and Hygiene,169.42,OUT61O,1985,Small,Tier 1,Supermarket Type2,1605.2
FD295U,8.76,low,0.4,Baking Goods,43.76,OUT95T,2004,Medium,Tier 2,Supermarket Type1,1366.37
FD489X,13.03,regular,0.11,Fruits and Vegetables,58.74,OUT66G,1998,,Tier 3,Supermarket Type3,4166.24
FD898V,17.86,low,0.37,Starchy Foods,149.35,OUT56D,2001,Small,Tier 1,Grocery Store,823.13
FD495S,15.39,low,0.36,Starchy Foods,65.76,OUT90N,1994,High,Tier 2,Supermarket Type3,3545.22
FD636I,16.4,regular,0.06,Breakfast,81.18,OUT32N,1985,High,Tier 3,Grocery Store,1096.02
FD712Y,18.81,regular,0.16,Canned,206.96,OUT93O,1994,Small,Tier 3,Supermarket Type3,1561.93
FD179Z,19.51,regular,0.21,Others,171.6,OUT35P,1985,Medium,Tier 1,Supermarket Type1,845.19
FD261V,14.31,regular,0.31,Meat,110.69,OUT60J,2001,Small,Tier 2,Grocery Store,573.89
FD419M,16.15,low,0.25,Fruits and Vegetables,53.27,OUT16G,1994,High,Tier 2,Supermarket Type1,1419.42
